# Serie EXTRAPOLATA - VW Touran 2.0 TDI (BKD) pe ciclul R_B — radial litoral (Mamaia–Năvodari)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
512,43.15,1.1403,2879.0,1.8939,0.2091,5.9847,551.6
513,46.85,0.8361,2892.1,1.5816,0.2109,4.9977,556.6
514,49.17,0.5347,2905.7,1.2216,0.2124,3.8601,560.5
515,50.7,0.3653,2919.8,1.0114,0.2136,3.1959,563.7
516,51.8,0.1806,2934.2,0.7237,0.2145,2.2869,565.9
517,52.0,0.0111,2948.6,0.4316,0.215,1.3638,567.3
518,51.88,-0.1764,2963.0,0.1347,0.2152,0.4256,567.7
519,50.73,-0.4292,2977.1,0.0435,0.2152,0.1374,567.9
520,48.79,-0.7306,2990.7,0.0432,0.2153,0.1366,568.0
521,45.47,-0.9708,3003.3,0.0471,0.2153,0.1489,568.2
522,41.8,-1.0569,3014.9,0.0531,0.2154,0.1677,568.3
523,37.86,-0.7278,3025.5,0.0534,0.2155,0.1686,568.5
524,36.56,-0.2583,3035.6,0.0527,0.2155,0.1665,568.7
525,36.0,-0.3347,3045.6,0.0523,0.2156,0.1652,568.8
526,34.15,-0.4472,3055.1,0.0509,0.2156,0.1609,569.0
527,32.78,-0.2708,3064.2,0.0499,0.2157,0.1577,569.1
528,32.2,-0.1611,3073.1,0.1744,0.2159,0.551,569.7
529,31.62,-0.1611,3081.9,0.1724,0.2161,0.5449,570.2
530,31.04,-0.0139,3090.5,0.2839,0.2165,0.897,571.1
531,31.52,0.1583,3099.3,0.4698,0.217,1.4846,572.6
532,32.18,0.2472,3108.2,0.5751,0.2177,1.8172,574.4
533,33.3,0.1958,3117.5,0.5384,0.2183,1.7013,576.1
534,33.59,-0.1125,3126.8,0.1963,0.2186,0.6203,576.8
535,32.49,-0.4486,3135.8,0.0497,0.2186,0.1571,576.9
536,30.36,-0.7056,3144.3,0.0486,0.2187,0.1537,577.1
537,27.41,-0.3306,3151.9,0.0473,0.2188,0.1493,577.2
538,27.98,0.2778,3159.7,0.5323,0.2194,1.6822,578.9
539,29.41,0.7667,3167.8,1.0326,0.2206,3.2631,582.2
540,33.5,1.1042,3177.1,1.4812,0.2224,4.6806,586.8
541,37.36,1.025,3187.5,1.5576,0.2243,4.9219,591.8
542,40.88,0.9694,3198.9,1.615,0.2262,5.1035,596.9
543,44.34,0.9583,3211.2,1.6933,0.2282,5.3509,602.2
544,47.78,0.5861,3224.5,1.2595,0.2297,3.9802,606.2
545,48.56,0.0931,3238.0,0.5308,0.2304,1.6772,607.9
546,48.45,-0.3194,3251.4,0.0432,0.2304,0.1365,608.0
547,46.26,-0.6097,3264.3,0.0455,0.2305,0.1439,608.2
548,44.06,-0.6125,3276.5,0.0499,0.2305,0.1578,608.3
549,41.85,-0.9333,3288.1,0.0531,0.2306,0.1677,608.5
550,37.34,-1.4514,3298.5,0.0533,0.2307,0.1683,608.7
551,31.4,-1.2444,3307.2,0.0492,0.2307,0.1553,608.8
552,28.38,-0.9097,3315.1,0.0476,0.2308,0.1505,609.0
553,24.85,-1.5167,3322.0,0.049,0.2308,0.155,609.1
554,17.46,-1.6153,3326.9,0.0455,0.2309,0.1437,609.3
555,13.22,-0.5097,3330.5,0.122,0.231,0.3856,609.6
556,13.79,0.6,3334.4,0.452,0.2316,1.4284,611.1
557,17.54,1.2944,3339.2,0.9727,0.2328,3.0737,614.1
558,23.11,1.7389,3345.7,1.5258,0.2346,4.8215,619.0
559,30.06,1.8167,3354.0,1.9567,0.2369,6.1833,625.1
560,36.19,1.0042,3364.1,1.4896,0.2387,4.707,629.9
561,37.29,0.3625,3374.4,0.8166,0.2397,2.5804,632.4
562,38.8,0.5292,3385.2,1.0565,0.241,3.3386,635.8
563,41.1,0.6389,3396.6,1.2329,0.2424,3.8961,639.7
564,43.4,0.3236,3408.7,0.8629,0.2435,2.7269,642.4
565,43.43,-0.1042,3420.7,0.2405,0.2437,0.7599,643.2
566,42.65,-0.225,3432.6,0.0527,0.2438,0.1666,643.3
567,41.81,-0.2764,3444.2,0.0531,0.2439,0.1677,643.5
568,40.66,-0.3208,3455.5,0.0532,0.2439,0.168,643.7
569,39.5,-0.1125,3466.5,0.2292,0.2442,0.7242,644.4
570,39.85,0.2569,3477.5,0.7235,0.2451,2.2861,646.7
571,41.35,0.4167,3489.0,0.9674,0.2462,3.0569,649.7
572,42.85,0.4236,3500.9,1.0038,0.2474,3.1722,652.9
573,44.4,0.4319,3513.2,1.0247,0.2487,3.238,656.1
574,45.96,0.2819,3526.0,0.8121,0.2496,2.5661,658.7
575,46.43,-0.1722,3538.9,0.1453,0.2498,0.4593,659.2
576,44.72,-0.2458,3551.3,0.0486,0.2499,0.1536,659.3
577,44.66,0.15,3563.7,0.6095,0.2506,1.926,661.2
578,45.8,0.5847,3576.5,1.2332,0.2521,3.8969,665.1
579,48.87,0.9,3590.0,1.7262,0.2541,5.4548,670.6
580,52.28,0.8583,3604.6,1.7802,0.2563,5.6254,676.2
581,55.05,0.6556,3619.8,1.5554,0.2581,4.915,681.1
582,57.0,0.2708,3635.7,0.9835,0.2593,3.1079,684.2
583,57.0,-0.1125,3651.5,0.2538,0.2596,0.8019,685.0
584,56.19,-0.3444,3667.1,0.0446,0.2597,0.141,685.2
585,54.52,-0.7944,3682.3,0.0442,0.2597,0.1397,685.3
586,50.47,-1.2778,3696.3,0.0434,0.2598,0.1373,685.5
587,45.32,-1.0625,3708.9,0.0474,0.2598,0.1498,685.6
588,42.82,-0.5667,3720.8,0.0524,0.2599,0.1656,685.8
589,41.24,-0.0611,3732.2,0.3048,0.2603,0.9631,686.7
590,42.38,0.4236,3744.0,0.9985,0.2615,3.1552,689.9
591,44.29,0.6597,3756.3,1.3132,0.263,4.1498,694.0
592,47.13,0.8403,3769.4,1.5921,0.2649,5.0311,699.1
593,50.34,0.9125,3783.4,1.7942,0.2671,5.6696,704.7
594,53.7,0.725,3798.3,1.6235,0.269,5.1301,709.9
595,55.56,0.4806,3813.7,1.2914,0.2706,4.0809,714.0
596,57.16,0.3708,3829.6,1.1503,0.272,3.6348,717.6
597,58.23,0.2556,3845.8,0.9772,0.2731,3.0881,720.7
598,59.0,0.1069,3862.2,0.6977,0.274,2.2046,722.9
599,59.0,0.0,3878.6,0.4862,0.2745,1.5364,724.4
600,59.0,0.0,3894.9,0.4862,0.2751,1.5364,726.0
601,59.0,0.0,3911.3,0.4862,0.2757,1.5364,727.5
602,59.0,0.0,3927.7,0.4862,0.2763,1.5364,729.0
603,59.0,-0.1944,3944.1,0.1394,0.2765,0.4404,729.5
604,57.6,-0.4375,3960.1,0.0449,0.2765,0.1419,729.6
605,55.85,-0.4736,3975.6,0.0445,0.2766,0.1407,729.8
606,54.19,-0.4819,3990.7,0.0441,0.2766,0.1394,729.9
607,52.38,-0.5528,4005.2,0.0437,0.2767,0.138,730.0
608,50.21,-0.5389,4019.2,0.0434,0.2767,0.1372,730.2
609,48.5,-0.3944,4032.6,0.0432,0.2768,0.1365,730.3
610,47.37,-0.1542,4045.8,0.1329,0.2769,0.4198,730.7
611,47.39,0.0819,4059.0,0.5004,0.2775,1.5813,732.3
612,47.96,0.1583,4072.3,0.6283,0.2783,1.9855,734.3
613,48.53,0.1722,4085.8,0.6592,0.2791,2.0829,736.4
614,49.2,0.2431,4099.4,0.786,0.28,2.4839,738.9
615,50.28,0.1931,4113.4,0.7208,0.2809,2.2777,741.1
616,50.59,-0.1264,4127.5,0.1842,0.2811,0.5819,741.7
617,49.37,-0.3306,4141.2,0.0433,0.2812,0.1368,741.9
618,48.21,-0.3194,4154.6,0.0432,0.2812,0.1364,742.0
619,47.07,-0.9292,4167.6,0.0439,0.2813,0.1388,742.1
620,41.52,-1.6167,4179.2,0.0531,0.2813,0.1678,742.3
621,35.43,-1.8153,4189.0,0.0519,0.2814,0.1639,742.5
622,28.45,-1.9528,4196.9,0.0477,0.2814,0.1506,742.6
623,21.37,-1.9806,4202.9,0.0495,0.2815,0.1564,742.8
624,14.19,-1.1625,4206.8,0.1278,0.2817,0.4037,743.2
625,13.0,-0.1167,4210.4,0.1207,0.2818,0.3815,743.6
626,13.35,0.7819,4214.1,0.5203,0.2824,1.6441,745.2
627,18.63,1.3681,4219.3,1.0639,0.2837,3.3619,748.6
628,23.2,1.0944,4225.7,1.1017,0.285,3.4813,752.0
629,26.51,0.9347,4233.1,1.0822,0.2863,3.4196,755.5
630,29.93,0.9625,4241.4,1.2162,0.2878,3.8431,759.3
631,33.44,1.0764,4250.7,1.4521,0.2895,4.5886,763.9
632,37.68,1.1972,4261.2,1.7553,0.2916,5.5468,769.4
633,42.06,1.2264,4272.9,1.9642,0.294,6.2067,775.6
634,46.51,1.1542,4285.8,1.9996,0.2964,6.3187,782.0
635,50.37,0.775,4299.8,1.5967,0.2983,5.0455,787.0
636,52.09,0.5569,4314.2,1.3239,0.2999,4.1835,791.2
637,54.38,0.7236,4329.3,1.6422,0.3018,5.1892,796.4
638,57.3,0.5611,4345.3,1.4657,0.3036,4.6317,801.0
639,58.42,0.2333,4361.5,0.9385,0.3047,2.9657,804.0
640,58.98,-0.0736,4377.9,0.3405,0.3051,1.0761,805.1
641,57.89,-0.3319,4393.9,0.0448,0.3052,0.1415,805.2
642,56.59,-0.4236,4409.7,0.0447,0.3052,0.1413,805.3
643,54.84,-0.4833,4424.9,0.0443,0.3053,0.1399,805.5
644,53.11,-0.4792,4439.7,0.0438,0.3053,0.1385,805.6
645,51.39,-0.4875,4453.9,0.0435,0.3054,0.1376,805.8
646,49.6,-0.4889,4467.7,0.0433,0.3054,0.1369,805.9
647,47.87,-0.4,4481.0,0.0431,0.3055,0.1363,806.0
648,46.72,-0.2319,4494.0,0.0446,0.3055,0.141,806.2
649,46.2,0.0028,4506.8,0.3808,0.306,1.2033,807.4
650,46.74,0.275,4519.8,0.8044,0.3069,2.5419,809.9
651,48.18,0.5111,4533.2,1.1658,0.3083,3.6841,813.6
652,50.42,0.5014,4547.2,1.2028,0.3098,3.8008,817.4
653,51.79,0.3403,4561.6,0.9949,0.311,3.1439,820.5
654,52.87,0.2403,4576.3,0.847,0.312,2.6766,823.2
655,53.52,0.1569,4591.1,0.71,0.3128,2.2435,825.5
656,54.0,0.0667,4606.1,0.5545,0.3135,1.7522,827.2
657,54.0,0.0,4621.1,0.4339,0.314,1.371,828.6
658,54.0,0.0,4636.1,0.4339,0.3145,1.371,830.0
659,54.0,0.0,4651.1,0.4339,0.3151,1.371,831.3
660,54.0,0.0097,4666.1,0.4515,0.3156,1.4266,832.8
661,54.07,0.3208,4681.1,1.0084,0.3168,3.1866,835.9
662,56.31,0.6028,4696.8,1.5067,0.3186,4.7613,840.7
663,58.41,0.5222,4713.0,1.4261,0.3203,4.5066,845.2
664,60.07,0.4611,4729.7,1.3563,0.3219,4.2859,849.5
665,61.73,0.4597,4746.8,1.3869,0.3236,4.3827,853.9
666,63.38,0.2194,4764.4,0.9874,0.3248,3.1203,857.0
667,63.31,-0.1653,4782.0,0.1751,0.325,0.5532,857.6
668,62.19,0.0125,4799.3,0.5386,0.3256,1.702,859.3
669,63.4,0.3903,4816.9,1.2982,0.3272,4.1024,863.4
670,65.0,0.2222,4835.0,1.0215,0.3284,3.2279,866.6
671,65.0,0.0,4853.0,0.5482,0.3291,1.7322,868.3
672,65.0,0.0,4871.1,0.5482,0.3297,1.7322,870.0
673,65.0,0.0,4889.1,0.5482,0.3304,1.7322,871.8
674,65.0,0.0,4907.2,0.5482,0.3311,1.7322,873.5
675,65.0,0.1167,4925.3,0.8023,0.332,2.5353,876.0
676,65.84,0.2694,4943.5,1.1259,0.3334,3.5578,879.6
677,66.94,0.0181,4962.1,0.6154,0.3341,1.9447,881.6
678,65.97,-0.2958,4980.5,0.0434,0.3341,0.1372,881.7
679,64.81,-0.3944,4998.5,0.0432,0.3342,0.1365,881.8
680,63.13,-0.4681,5016.0,0.0429,0.3343,0.1356,882.0
681,61.44,-0.4681,5033.1,0.0432,0.3343,0.1367,882.1
682,59.76,-0.4778,5049.7,0.044,0.3344,0.139,882.2
683,58.0,-0.4972,5065.8,0.0447,0.3344,0.1414,882.4
684,56.18,-0.9014,5081.4,0.0446,0.3345,0.141,882.5
685,51.51,-1.3778,5095.7,0.0436,0.3345,0.1377,882.7
686,46.26,-1.8528,5108.5,0.0455,0.3346,0.1439,882.8
687,38.17,-2.3889,5119.1,0.0533,0.3346,0.1686,883.0
688,29.06,-2.7778,5127.2,0.048,0.3347,0.1516,883.1
689,18.17,-2.0917,5132.3,0.0462,0.3347,0.146,883.3
690,14.0,-0.5792,5136.2,0.1266,0.3349,0.4002,883.7
691,14.0,0.1097,5140.0,0.2282,0.3352,0.7213,884.4
692,14.79,0.2597,5144.2,0.3132,0.3355,0.9898,885.4
693,15.87,0.7069,5148.6,0.5711,0.3362,1.8048,887.2
694,19.88,1.1792,5154.1,1.0184,0.3375,3.2182,890.4
695,24.36,1.3569,5160.9,1.3205,0.339,4.1729,894.6
696,29.65,1.2292,5169.1,1.4328,0.3407,4.5278,899.1
697,33.21,0.575,5178.3,0.9588,0.3419,3.0299,902.1
698,33.79,0.6,5187.7,1.0045,0.3431,3.1743,905.3
699,37.53,1.2847,5198.1,1.8435,0.3453,5.8256,911.1
700,43.04,1.2389,5210.1,2.0127,0.3477,6.3602,917.5
701,46.45,0.8278,5223.0,1.5635,0.3496,4.9405,922.4
702,49.0,0.3542,5236.6,0.964,0.3507,3.0462,925.5
703,49.0,-0.075,5250.2,0.2602,0.3511,0.8224,926.3
704,48.46,-0.2278,5263.7,0.0432,0.3511,0.1365,926.4
705,47.36,-0.3639,5276.8,0.0434,0.3512,0.137,926.6
706,45.84,-0.4472,5289.6,0.0464,0.3512,0.1466,926.7
707,44.14,-0.4792,5301.8,0.0498,0.3513,0.1573,926.9
708,42.39,-0.5681,5313.6,0.053,0.3513,0.1676,927.0
709,40.05,-0.9528,5324.7,0.0532,0.3514,0.1681,927.2
710,35.53,-1.5014,5334.6,0.0519,0.3515,0.1641,927.4
711,29.24,-2.0542,5342.7,0.0481,0.3515,0.1519,927.5
712,20.74,-1.8931,5348.5,0.0489,0.3516,0.1544,927.7
713,15.61,-1.2,5352.8,0.0438,0.3516,0.1385,927.8
714,12.1,-0.1097,5356.2,0.1165,0.3518,0.3682,928.2
715,14.82,0.8889,5360.3,0.6263,0.3525,1.9791,930.2
716,18.5,1.3583,5365.4,1.0523,0.3538,3.3252,933.5
717,24.6,1.3903,5372.3,1.3532,0.3554,4.2762,937.8
718,28.51,0.7042,5380.2,0.9492,0.3565,2.9994,940.8
719,29.67,0.6611,5388.4,0.9437,0.3577,2.9821,943.8
720,33.27,1.1375,5397.7,1.5034,0.3595,4.7509,948.5
721,37.86,1.1889,5408.2,1.7534,0.3616,5.5406,954.0
722,41.83,0.9917,5419.8,1.6733,0.3636,5.2878,959.3
723,45.0,0.4403,5432.3,1.0388,0.3648,3.2826,962.6
724,45.0,0.1222,5444.8,0.5674,0.3655,1.793,964.4
725,45.88,0.4458,5457.5,1.0514,0.3668,3.3223,967.7
726,48.21,0.5389,5470.9,1.2049,0.3682,3.8075,971.5
727,49.76,0.3736,5484.8,1.0056,0.3694,3.1778,974.7
728,50.9,0.3708,5498.9,1.0232,0.3706,3.2334,977.9
729,52.43,0.4306,5513.5,1.1423,0.372,3.6098,981.6
730,54.0,0.2958,5528.5,0.9684,0.3732,3.0601,984.6
731,54.56,0.175,5543.6,0.7602,0.3741,2.4022,987.0
732,55.26,0.2625,5559.0,0.9344,0.3752,2.9526,990.0
733,56.45,0.2847,5574.6,0.996,0.3764,3.1473,993.1
734,57.31,0.1986,5590.6,0.8539,0.3774,2.6982,995.8
735,57.88,0.1611,5606.6,0.7901,0.3783,2.4966,998.3
736,58.47,0.1639,5622.9,0.8032,0.3793,2.5382,1000.9
737,59.06,0.1583,5639.3,0.8001,0.3803,2.5282,1003.4
738,59.61,0.1528,5655.8,0.7963,0.3812,2.5162,1005.9
739,60.16,0.1528,5672.6,0.8035,0.3822,2.5391,1008.4
740,60.71,-0.0236,5689.4,0.452,0.3827,1.4282,1009.9
741,59.99,-0.3972,5706.1,0.0439,0.3828,0.1386,1010.0
742,57.85,-0.5097,5722.2,0.0448,0.3828,0.1416,1010.1
743,56.32,-0.3681,5737.8,0.0447,0.3829,0.1411,1010.3
744,55.2,-0.3153,5753.1,0.0444,0.3829,0.1402,1010.4
745,54.05,-0.3264,5768.1,0.0441,0.383,0.1393,1010.6
746,52.85,-0.4125,5782.8,0.0438,0.383,0.1383,1010.7
747,51.08,-0.4819,5797.0,0.0435,0.3831,0.1375,1010.8
748,49.38,-0.4556,5810.7,0.0433,0.3831,0.1368,1011.0
749,47.8,-0.2931,5824.0,0.0431,0.3832,0.1362,1011.1
750,47.27,0.0042,5837.1,0.3775,0.3837,1.1928,1012.3
751,47.83,0.2597,5850.4,0.789,0.3846,2.4932,1014.8
752,49.14,0.4111,5864.1,1.0467,0.3859,3.3077,1018.1
753,50.79,0.3958,5878.2,1.0575,0.3871,3.3418,1021.4
754,51.99,0.3236,5892.6,0.9737,0.3883,3.077,1024.5
755,53.12,0.3167,5907.4,0.984,0.3895,3.1095,1027.6
756,54.27,0.2917,5922.5,0.9669,0.3906,3.0553,1030.7
757,55.22,0.2139,5937.8,0.8436,0.3916,2.6658,1033.4
758,55.81,0.1083,5953.3,0.6572,0.3924,2.0769,1035.4
759,56.0,0.0264,5968.8,0.5064,0.393,1.6001,1037.0
760,56.0,-0.2361,5984.4,0.0446,0.3931,0.1409,1037.2
761,54.3,-0.4722,5999.5,0.0441,0.3931,0.1395,1037.3
762,52.6,-0.4681,6014.1,0.0437,0.3932,0.1381,1037.5
763,50.93,-0.3611,6028.2,0.0435,0.3932,0.1374,1037.6
764,50.0,-0.1292,6042.1,0.1764,0.3934,0.5573,1038.1
765,50.0,-0.2653,6056.0,0.0434,0.3935,0.1371,1038.3
766,48.09,-0.6625,6069.4,0.0431,0.3935,0.1363,1038.4
767,45.23,-0.7292,6081.9,0.0476,0.3936,0.1504,1038.6
768,42.84,-0.6403,6093.8,0.0524,0.3937,0.1655,1038.7
769,40.62,-0.55,6105.1,0.0532,0.3937,0.168,1038.9
770,38.88,-0.4014,6115.9,0.0533,0.3938,0.1684,1039.1
771,37.73,-0.2347,6126.4,0.0534,0.3939,0.1686,1039.2
772,37.19,-0.1556,6136.7,0.1984,0.3941,0.6269,1039.9
773,36.61,-0.1639,6146.9,0.1955,0.3943,0.6179,1040.5
774,36.01,-0.4667,6156.9,0.0523,0.3944,0.1652,1040.7
775,33.25,-0.7403,6166.1,0.0503,0.3945,0.1588,1040.8
776,30.68,-0.5889,6174.7,0.0488,0.3945,0.1542,1041.0
777,29.01,-0.4347,6182.7,0.0479,0.3946,0.1515,1041.1
778,27.55,-0.3611,6190.4,0.0472,0.3946,0.1492,1041.3
779,26.41,-0.5736,6197.7,0.0479,0.3947,0.1515,1041.4
780,23.42,-0.9736,6204.2,0.05,0.3947,0.1581,1041.6
781,19.4,-0.9153,6209.6,0.0475,0.3948,0.15,1041.7
782,16.83,-0.6486,6214.3,0.0449,0.3949,0.1419,1041.9
783,14.73,-0.4486,6218.4,0.1309,0.395,0.4138,1042.3
784,13.6,-0.3153,6222.2,0.1243,0.3952,0.3927,1042.7
785,12.46,-0.3153,6225.6,0.1176,0.3953,0.3717,1043.0
786,11.33,-0.1458,6228.8,0.1141,0.3954,0.3605,1043.4
787,11.41,0.0903,6231.9,0.1892,0.3957,0.5979,1044.0
788,11.98,0.1569,6235.3,0.2216,0.3959,0.7003,1044.7
789,12.54,0.2333,6238.7,0.2606,0.3962,0.8236,1045.5
790,13.66,0.6319,6242.5,0.4628,0.3968,1.4623,1047.0
791,17.09,1.0,6247.3,0.78,0.3977,2.4648,1049.5
792,20.86,1.1056,6253.1,1.0179,0.399,3.2166,1052.7
793,25.05,1.0056,6260.0,1.0947,0.4003,3.4591,1056.1
794,28.1,0.8014,6267.8,1.0216,0.4015,3.2282,1059.4
795,30.82,0.9611,6276.4,1.2466,0.403,3.9392,1063.3
796,35.02,1.1903,6286.1,1.6309,0.4049,5.1535,1068.5
797,39.39,1.3056,6297.1,1.9451,0.4073,6.1465,1074.6
798,44.42,1.3806,6309.4,2.2326,0.4099,7.0549,1081.7
799,49.33,1.3194,6323.1,2.3348,0.4127,7.3781,1089.0
800,53.92,0.9694,6338.1,2.008,0.4151,6.3452,1095.4
801,56.31,0.4111,6353.7,1.1974,0.4166,3.7837,1099.2
802,56.88,-0.0292,6369.5,0.4116,0.4171,1.3008,1100.5
803,56.1,-0.2681,6385.1,0.0446,0.4171,0.1409,1100.6
804,54.95,-0.3167,6400.4,0.0443,0.4172,0.14,1100.7
805,53.82,-0.2708,6415.3,0.044,0.4172,0.1391,1100.9
806,53.0,-0.1139,6430.1,0.2204,0.4175,0.6965,1101.6
807,53.0,-0.1111,6444.8,0.2254,0.4178,0.7121,1102.3
808,52.2,-0.3458,6459.3,0.0436,0.4178,0.1379,1102.4
809,50.51,-0.4181,6473.3,0.0434,0.4179,0.1373,1102.6
810,49.19,-0.3444,6487.0,0.0433,0.4179,0.1368,1102.7
811,48.03,-0.0056,6500.3,0.3655,0.4183,1.1551,1103.9
812,49.15,0.3375,6514.0,0.9407,0.4195,2.9727,1106.8
813,50.46,0.4097,6528.0,1.0711,0.4208,3.3848,1110.2
814,52.1,0.5319,6542.5,1.2868,0.4223,4.0663,1114.3
815,54.29,0.7,6557.5,1.6026,0.4242,5.0644,1119.3
816,57.14,0.6806,6573.4,1.6571,0.4262,5.2364,1124.6
817,59.19,0.5194,6589.9,1.438,0.4279,4.544,1129.1
818,60.88,0.4708,6606.8,1.3893,0.4296,4.3903,1133.5
819,62.58,0.4722,6624.1,1.4268,0.4313,4.5087,1138.0
820,64.28,0.4764,6642.0,1.4768,0.4331,4.6667,1142.7
821,66.01,0.3778,6660.3,1.3342,0.4347,4.2161,1146.9
822,67.0,0.1375,6678.9,0.8845,0.4357,2.795,1149.7
823,67.0,-0.0986,6697.6,0.3543,0.4361,1.1197,1150.8
824,66.29,-0.2583,6716.0,0.0435,0.4362,0.1374,1151.0
825,65.14,-0.1792,6734.1,0.1589,0.4364,0.5022,1151.5
826,65.0,-0.0361,6752.1,0.4695,0.437,1.4837,1152.9
827,64.88,-0.1,6770.1,0.3291,0.4373,1.04,1154.0
828,64.28,-0.2042,6788.0,0.1314,0.4375,0.4151,1154.4
829,63.41,-0.275,6805.6,0.043,0.4376,0.1357,1154.5
830,62.3,-0.1542,6822.9,0.1916,0.4378,0.6055,1155.1
831,62.3,0.0569,6840.2,0.6324,0.4385,1.9984,1157.1
832,62.71,0.0972,6857.6,0.7223,0.4394,2.2824,1159.4
833,63.0,0.0403,6875.1,0.6067,0.4401,1.9173,1161.3
834,63.0,0.0,6892.6,0.5217,0.4408,1.6486,1163.0
835,63.0,-0.0625,6910.1,0.3897,0.4412,1.2316,1164.2
836,62.55,-0.1722,6927.5,0.1549,0.4414,0.4894,1164.7
837,61.76,-0.2194,6944.7,0.0431,0.4415,0.1362,1164.8
838,60.97,-0.2153,6961.6,0.0435,0.4415,0.1373,1165.0
839,60.21,-0.2097,6978.3,0.1359,0.4417,0.4293,1165.4
840,59.46,-0.25,6994.9,0.0441,0.4417,0.1394,1165.6
841,58.41,-0.3514,7011.1,0.0446,0.4418,0.1408,1165.7
842,56.93,-0.4111,7026.9,0.0448,0.4418,0.1416,1165.8
843,55.45,-0.3681,7042.3,0.0444,0.4419,0.1404,1166.0
844,54.28,-0.3056,7057.4,0.0441,0.4419,0.1395,1166.1
845,53.25,-0.1194,7072.2,0.2123,0.4422,0.6709,1166.8
846,53.42,0.1,7087.0,0.6064,0.4429,1.9162,1168.7
847,53.97,-0.1375,7102.0,0.1848,0.4431,0.584,1169.3
848,52.43,-0.4458,7116.6,0.0437,0.4432,0.138,1169.4
849,50.76,-0.4639,7130.7,0.0435,0.4432,0.1374,1169.6
850,49.09,-0.4389,7144.3,0.0433,0.4433,0.1367,1169.7
851,47.6,-0.3694,7157.5,0.0431,0.4434,0.1361,1169.8
852,46.43,-0.625,7170.4,0.0452,0.4434,0.1428,1170.0
853,43.1,-1.1028,7182.4,0.0518,0.4435,0.1638,1170.1
854,38.49,-1.2125,7193.1,0.0533,0.4435,0.1685,1170.3
855,34.37,-1.1194,7202.6,0.0511,0.4436,0.1614,1170.5
856,30.43,-1.0222,7211.1,0.0487,0.4437,0.1538,1170.6
857,27.01,-1.0611,7218.6,0.0475,0.4437,0.1502,1170.8
858,22.79,-1.3292,7224.9,0.0505,0.4438,0.1595,1170.9
859,17.44,-1.0,7229.8,0.0454,0.4438,0.1436,1171.1
860,15.59,-0.3347,7234.1,0.0438,0.4439,0.1384,1171.2
861,15.03,0.4708,7238.3,0.424,0.4444,1.3399,1172.6
862,18.98,1.1264,7243.5,0.9442,0.4455,2.9836,1175.5
863,23.14,1.0597,7250.0,1.0768,0.4468,3.4027,1178.9
864,26.61,0.9347,7257.4,1.0848,0.4481,3.428,1182.4
865,29.87,0.8431,7265.7,1.1118,0.4494,3.5132,1185.9
866,32.68,0.9375,7274.7,1.2911,0.451,4.0798,1190.0
867,36.62,1.2333,7284.9,1.7469,0.4531,5.5201,1195.5
868,41.56,0.9958,7296.4,1.6691,0.4551,5.2744,1200.8
869,43.79,0.4653,7308.6,1.0631,0.4563,3.3595,1204.1
870,44.91,0.7125,7321.1,1.3887,0.458,4.3882,1208.5
871,48.92,1.0875,7334.7,1.9908,0.4604,6.2909,1214.8
872,52.74,0.9069,7349.3,1.8692,0.4626,5.9067,1220.7
873,55.45,0.625,7364.7,1.5184,0.4645,4.7981,1225.5
874,57.24,0.3264,7380.6,1.079,0.4657,3.4098,1228.9
875,57.8,-0.0042,7396.7,0.4689,0.4663,1.4817,1230.4
876,57.21,-0.2486,7412.6,0.0449,0.4664,0.1418,1230.5
877,56.01,-0.4153,7428.1,0.0446,0.4664,0.1409,1230.7
878,54.22,-0.3931,7443.2,0.0441,0.4665,0.1394,1230.8
879,53.18,-0.0667,7458.0,0.3059,0.4668,0.9666,1231.8
880,53.74,0.1944,7472.9,0.7811,0.4678,2.4684,1234.2
881,54.58,0.2708,7488.1,0.9358,0.4689,2.9572,1237.2
882,55.69,0.0167,7503.5,0.4843,0.4695,1.5305,1238.7
883,54.7,-0.3736,7518.7,0.0442,0.4695,0.1398,1238.9
884,53.0,-0.2361,7533.4,0.0438,0.4696,0.1384,1239.0
885,53.0,0.0,7548.2,0.4227,0.4701,1.3358,1240.3
886,53.0,0.0,7562.9,0.4227,0.4706,1.3358,1241.7
887,53.0,0.0667,7577.6,0.5411,0.4712,1.71,1243.4
888,53.48,0.225,7592.5,0.8313,0.4722,2.6269,1246.0
889,54.62,0.3653,7607.6,1.0885,0.4735,3.4398,1249.5
890,56.11,0.4389,7623.2,1.2376,0.475,3.9109,1253.4
891,57.78,0.5292,7639.3,1.4243,0.4767,4.5009,1257.9
892,59.92,0.5819,7655.9,1.5609,0.4786,4.9323,1262.8
893,61.97,0.2069,7673.1,0.9404,0.4797,2.9718,1265.8
894,61.41,-0.1986,7690.2,0.1324,0.4799,0.4183,1266.2
895,60.54,-0.3639,7707.0,0.0436,0.4799,0.1379,1266.3
896,58.79,-0.4819,7723.3,0.0444,0.48,0.1403,1266.5
897,57.07,-0.4708,7739.2,0.0448,0.48,0.1417,1266.6
